gene	kog
Amillepora11120	Cell cycle control, cell division, chromosome partitioning
Amillepora11126	Extracellular structures
Amillepora11124	Extracellular structures
Amillepora11123	Signal transduction mechanisms
Amillepora11125	Signal transduction mechanisms
Amillepora11129	Energy production and conversion
Amillepora11128	Extracellular structures
Amillepora11134	Nucleotide transport and metabolism
Amillepora11131	Intracellular trafficking, secretion, and vesicular transport
Amillepora11133	Posttranslational modification, protein turnover, chaperones
Amillepora11136	Function Unknown
Amillepora11137	Posttranslational modification, protein turnover, chaperones
Amillepora11140	Posttranslational modification, protein turnover, chaperones
Amillepora11138	Function Unknown
Amillepora11142	Posttranslational modification, protein turnover, chaperones
Amillepora11145	Function Unknown
Amillepora11141	Signal transduction mechanisms
Amillepora11144	Function Unknown
Amillepora11148	Function Unknown
Amillepora11152	Posttranslational modification, protein turnover, chaperones
Amillepora11150	Cell wall/membrane/envelope biogenesis
Amillepora11149	Posttranslational modification, protein turnover, chaperones
Amillepora11156	Function Unknown
Amillepora11154	Posttranslational modification, protein turnover, chaperones
Amillepora11165	Signal transduction mechanisms
Amillepora11164	Function Unknown
Amillepora11169	Function Unknown
Amillepora11173	Signal transduction mechanisms
Amillepora11180	Signal transduction mechanisms
Amillepora11175	Signal transduction mechanisms
Amillepora11179	Function Unknown
Amillepora11181	Transcription
Amillepora11182	Function Unknown
Amillepora11183	Transcription
Amillepora11184	Transcription
Amillepora11186	Function Unknown
Amillepora11187	Carbohydrate transport and metabolism
Amillepora11188	Signal transduction mechanisms
Amillepora11185	Transcription
Amillepora11194	Carbohydrate transport and metabolism
Amillepora11191	Function Unknown
Amillepora11195	Signal transduction mechanisms
Amillepora11197	Replication, recombination and repair
Amillepora11201	Cytoskeleton
Amillepora11204	Posttranslational modification, protein turnover, chaperones
Amillepora11200	Function Unknown
Amillepora11206	Posttranslational modification, protein turnover, chaperones
Amillepora11208	Function Unknown
Amillepora11216	Signal transduction mechanisms
Amillepora11221	Inorganic ion transport and metabolism
Amillepora11218	Signal transduction mechanisms
Amillepora11209	Function Unknown
Amillepora11217	Signal transduction mechanisms
Amillepora11214	Signal transduction mechanisms
Amillepora11211	Signal transduction mechanisms
Amillepora11215	Signal transduction mechanisms
Amillepora11212	Signal transduction mechanisms
Amillepora11229	Signal transduction mechanisms
Amillepora11227	Function Unknown
Amillepora11231	Secondary metabolites biosynthesis, transport and catabolism
Amillepora11228	Signal transduction mechanisms
Amillepora11223	Inorganic ion transport and metabolism
Amillepora11232	Signal transduction mechanisms
Amillepora11230	Energy production and conversion
Amillepora11230	Coenzyme transport and metabolism
Amillepora11225	Inorganic ion transport and metabolism
Amillepora11233	Signal transduction mechanisms
Amillepora11239	Signal transduction mechanisms
Amillepora11238	Signal transduction mechanisms
Amillepora11237	Signal transduction mechanisms
Amillepora11241	Function Unknown
Amillepora11242	Signal transduction mechanisms
Amillepora11245	Signal transduction mechanisms
Amillepora11247	Function Unknown
Amillepora11248	Function Unknown
Amillepora11256	Amino acid transport and metabolism
Amillepora11254	Signal transduction mechanisms
Amillepora11257	Function Unknown
Amillepora11255	Translation, ribosomal structure and biogenesis
Amillepora11259	Replication, recombination and repair
Amillepora11267	Amino acid transport and metabolism
Amillepora11264	Amino acid transport and metabolism
Amillepora11265	Amino acid transport and metabolism
Amillepora11263	Function Unknown
Amillepora11260	Chromatin structure and dynamics
Amillepora11266	Amino acid transport and metabolism
Amillepora11281	Function Unknown
Amillepora11271	Function Unknown
Amillepora11278	RNA processing and modification
Amillepora11276	Posttranslational modification, protein turnover, chaperones
Amillepora11273	Cytoskeleton
Amillepora11275	Cytoskeleton
Amillepora11272	Inorganic ion transport and metabolism
Amillepora11277	Carbohydrate transport and metabolism
Amillepora11268	Intracellular trafficking, secretion, and vesicular transport
Amillepora11289	Signal transduction mechanisms
Amillepora11287	Signal transduction mechanisms
Amillepora11284	Signal transduction mechanisms
Amillepora11291	Signal transduction mechanisms
Amillepora11295	Signal transduction mechanisms
Amillepora11293	Signal transduction mechanisms
Amillepora11308	Signal transduction mechanisms
Amillepora11296	Signal transduction mechanisms
Amillepora11299	Signal transduction mechanisms
Amillepora11300	Signal transduction mechanisms
Amillepora11307	Function Unknown
Amillepora11311	Intracellular trafficking, secretion, and vesicular transport
Amillepora11306	Function Unknown
Amillepora11297	Signal transduction mechanisms
Amillepora11314	Signal transduction mechanisms
Amillepora11315	Signal transduction mechanisms
Amillepora11319	Posttranslational modification, protein turnover, chaperones
Amillepora11317	Intracellular trafficking, secretion, and vesicular transport
Amillepora11321	Function Unknown
Amillepora11322	Cytoskeleton
Amillepora11327	Function Unknown
Amillepora11329	Function Unknown
Amillepora11330	Function Unknown
Amillepora11334	Function Unknown
Amillepora11338	Function Unknown
Amillepora11346	Lipid transport and metabolism
Amillepora11337	Posttranslational modification, protein turnover, chaperones
Amillepora11336	Function Unknown
Amillepora11347	Function Unknown
Amillepora11353	Function Unknown
Amillepora11349	Function Unknown
Amillepora11356	Transcription
Amillepora11351	Signal transduction mechanisms
Amillepora11354	Signal transduction mechanisms
Amillepora11352	Function Unknown
Amillepora11348	Lipid transport and metabolism
Amillepora11357	Posttranslational modification, protein turnover, chaperones
Amillepora11366	Function Unknown
Amillepora11363	Function Unknown
Amillepora11360	Transcription
Amillepora11372	Function Unknown
Amillepora11368	Function Unknown
Amillepora11367	Function Unknown
Amillepora11370	Function Unknown
Amillepora11375	Function Unknown
Amillepora11373	Function Unknown
Amillepora11371	Function Unknown
Amillepora11383	Amino acid transport and metabolism
Amillepora11382	Replication, recombination and repair
Amillepora11376	Replication, recombination and repair
Amillepora11384	Signal transduction mechanisms
Amillepora11377	Function Unknown
Amillepora11381	Function Unknown
Amillepora11379	Function Unknown
Amillepora11385	Signal transduction mechanisms
Amillepora11386	Carbohydrate transport and metabolism
Amillepora11387	Signal transduction mechanisms
Amillepora11387	Defense mechanisms
Amillepora11391	Carbohydrate transport and metabolism
Amillepora11393	Replication, recombination and repair
Amillepora11389	Function Unknown
Amillepora11390	Signal transduction mechanisms
Amillepora11405	Function Unknown
Amillepora11401	Function Unknown
Amillepora11404	Function Unknown
Amillepora11397	Function Unknown
Amillepora11392	Signal transduction mechanisms
Amillepora11394	Signal transduction mechanisms
Amillepora11394	Defense mechanisms
Amillepora11402	Transcription
Amillepora11402	Signal transduction mechanisms
Amillepora11408	Function Unknown
Amillepora11412	Function Unknown
Amillepora11411	Function Unknown
Amillepora11413	Function Unknown
Amillepora11415	Lipid transport and metabolism
Amillepora11414	Replication, recombination and repair
Amillepora11426	Lipid transport and metabolism
Amillepora11417	Lipid transport and metabolism
Amillepora11425	Lipid transport and metabolism
Amillepora11418	Lipid transport and metabolism
Amillepora11434	Function Unknown
Amillepora11431	Lipid transport and metabolism
Amillepora11433	Signal transduction mechanisms
Amillepora11427	Function Unknown
Amillepora11432	Replication, recombination and repair
Amillepora11441	Lipid transport and metabolism
Amillepora11445	Function Unknown
Amillepora11442	Signal transduction mechanisms
Amillepora11449	Replication, recombination and repair
Amillepora11450	Function Unknown
Amillepora11455	Signal transduction mechanisms
Amillepora11455	Defense mechanisms
Amillepora11475	Function Unknown
Amillepora11479	Function Unknown
Amillepora11481	Replication, recombination and repair
Amillepora11482	Function Unknown
Amillepora11480	Function Unknown
Amillepora11484	Function Unknown
Amillepora11489	Function Unknown
Amillepora11490	Replication, recombination and repair
Amillepora11492	Inorganic ion transport and metabolism
Amillepora11492	Signal transduction mechanisms
Amillepora11495	Nucleotide transport and metabolism
Amillepora11494	Function Unknown
Amillepora11497	Inorganic ion transport and metabolism
Amillepora11497	Signal transduction mechanisms
Amillepora11501	Carbohydrate transport and metabolism
Amillepora11500	Function Unknown
Amillepora11503	Function Unknown
Amillepora11509	Function Unknown
Amillepora11513	Replication, recombination and repair
Amillepora11514	Function Unknown
Amillepora11512	Function Unknown
Amillepora11507	Defense mechanisms
Amillepora11520	Function Unknown
Amillepora11516	Function Unknown
Amillepora11518	Function Unknown
Amillepora11517	Signal transduction mechanisms
Amillepora11527	Replication, recombination and repair
Amillepora11528	Function Unknown
Amillepora11530	Function Unknown
Amillepora11588	Function Unknown
Amillepora11586	Function Unknown
Amillepora11587	Function Unknown
Amillepora11589	Energy production and conversion
Amillepora11585	Function Unknown
Amillepora11597	Transcription
Amillepora11596	Signal transduction mechanisms
Amillepora11593	Cell cycle control, cell division, chromosome partitioning
Amillepora11590	Function Unknown
Amillepora11598	Replication, recombination and repair
Amillepora11599	Function Unknown
Amillepora11601	Inorganic ion transport and metabolism
Amillepora11612	Function Unknown
Amillepora11609	Function Unknown
Amillepora11608	Inorganic ion transport and metabolism
Amillepora11608	Signal transduction mechanisms
Amillepora11603	Function Unknown
Amillepora11604	Function Unknown
Amillepora11605	Function Unknown
Amillepora11625	Replication, recombination and repair
Amillepora11619	Replication, recombination and repair
Amillepora11620	Replication, recombination and repair
Amillepora11633	Function Unknown
Amillepora11632	Function Unknown
Amillepora11637	Function Unknown
Amillepora11630	Transcription
Amillepora11646	Function Unknown
Amillepora11650	Function Unknown
Amillepora11643	Function Unknown
Amillepora11639	Inorganic ion transport and metabolism
Amillepora11639	Signal transduction mechanisms
Amillepora11647	Function Unknown
Amillepora11651	Function Unknown
Amillepora11652	Function Unknown
Amillepora11649	Function Unknown
Amillepora11648	Carbohydrate transport and metabolism
Amillepora11653	Signal transduction mechanisms
Amillepora11659	Function Unknown
Amillepora11661	Function Unknown
Amillepora11660	Function Unknown
Amillepora11657	Replication, recombination and repair
